canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
tube fitting stud 10mmx1 4,"Tube Fitting Stud - 10MmX1/4""",1,1,980.0,4.083873276817407e-08,0.9999719308867976,C
chassis plate repair from mahadev b1982,Chassis Plate Repair From Mahadev B1982,1,1,980.0,4.083873276817407e-08,0.9999719717255303,C
chassis plate repair from mahadev b2004,Chassis Plate Repair From Mahadev B2004,1,1,980.0,4.083873276817407e-08,0.999972012564263,C
pressur gauge 16 k g 4,"Pressur Gauge - 16 K.G. - 4""",1,1,980.0,4.083873276817407e-08,0.9999720534029958,C
ci butter fly valve 3,"Ci Butter Fly Valve 3""",1,1,980.0,4.083873276817407e-08,0.9999720942417285,C
cam shaft bush,Cam Shaft Bush,3,3,978.8399999999999,4.079039304367296e-08,0.9999721350321216,C
tetanus inj,Tetanus Inj.,1,1,978.5,4.077622450373299e-08,0.9999721758083461,C
disposal chat plate,Disposal Chat Plate,1,1,975.0,4.063037188670379e-08,0.9999722164387179,C
anchor fastner 16x100,Anchor Fastner - 16X100,1,1,975.0,4.063037188670379e-08,0.9999722570690898,C
telephone punching tool,Telephone Punching Tool,1,1,974.56,4.0612036129134406e-08,0.9999722976811259,C
264124100109 assy eng mtg frt rh 407,264124100109_Assy Eng Mtg Frt Rh  407,1,1,971.88,4.050035469666634e-08,0.9999723381814807,C
clutch kundi rod w end type 4 709 909,"Clutch Kundi Rod W/End Type 4"" 709/909",2,2,971.1,4.046785039915698e-08,0.9999723786493311,C
gift wrap paper,Gift Wrap Paper,3,3,960.0,4.000528924229296e-08,0.9999724186546203,C
chassis u bolt 17 24 no nut,"Chassis U Bolt 17"" 24 NO. Nut",1,1,960.0,4.000528924229296e-08,0.9999724586599095,C
adn 1076 shockup rubber bush 909,ADN.1076 Shockup Rubber Bush 909,1,1,960.0,4.000528924229296e-08,0.9999724986651987,C
bearing puller 4,"Bearing Puller 4""",1,1,956.0,3.983860053711674e-08,0.9999725385037992,C
pto shaft seal lekage shree motors u2846,PTO Shaft Seal Lekage Shree Motors U2846,1,1,955.51,3.981818117073266e-08,0.9999725783219804,C
251626357905 shaft rev idler gear gb 27,251626357905 Shaft (Rev Idler Gear)GB-27,1,1,953.91,3.9751505688662167e-08,0.999972618073486,C
oil seal w basf52x100x10 nbr 177849,Oil Seal W BASF52x100x10-NBR (177849),1,1,952.0,3.967191183194052e-08,0.9999726577453979,C
ms elbow 3 8,"Ms Elbow - 3/8""",2,2,952.0,3.967191183194052e-08,0.9999726974173098,C
electral powder,Electral Powder,1,1,951.5,3.96510757437935e-08,0.9999727370683855,C
tube fitting stud f f m 4mm 4mm1 8,"Tube Fitting Stud - f/f/m-4mm-4mm1/8""",1,1,950.0,3.958856747935241e-08,0.9999727766569529,C
kachha rubber,Kachha Rubber,1,1,950.0,3.958856747935241e-08,0.9999728162455204,C
heavy mixter repairing,Heavy Mixter Repairing,1,1,950.0,3.958856747935241e-08,0.9999728558340878,C
333 y3376 wear pad lower fix black jcb,333/Y3376 Wear Pad Lower Fix-Black JCB,1,1,947.92,3.950188935266078e-08,0.9999728953359771,C
cement primer oil base,Cement Primer Oil Base,1,1,945.7,3.940937712128798e-08,0.9999729347453542,C
bolt 17 no 3 1 2,"Bolt 17 No. 3 1/2""",1,1,945.0,3.9380206597882135e-08,0.9999729741255609,C
green chilli sauce,Green Chilli Sauce,2,2,942.9,3.9292695027664624e-08,0.9999730134182558,C
welding holder,Welding Holder,2,2,940.0,3.917184571641186e-08,0.9999730525901016,C
service tawa,Service Tawa,1,1,938.0,3.908850136382375e-08,0.9999730916786029,C
indicator holder,Indicator Holder,1,1,937.5,3.9067665275676725e-08,0.9999731307462683,C
821 00209 l shaped circlip cd2983 jcb,821/00209 L Shaped Circlip CD2983 JCB,1,1,935.58,3.898765469719214e-08,0.9999731697339229,C
allenkey bolt 10x50,Allenkey Bolt - 10X50,1,1,934.5,3.894264874679456e-08,0.9999732086765717,C
pvc connection pipe,Pvc Connection Pipe,3,3,933.55,3.89030601793152e-08,0.9999732475796319,C
rose kulfi,ROSE KULFI,2,2,927.5,3.865094351273617e-08,0.9999732862305755,C
rice spoon,Rice Spoon,2,2,925.56,3.85700994907257e-08,0.9999733248006749,C
afff discharge pipe,AFFF discharge pipe,1,1,925.0,3.854676307200103e-08,0.999973363347438,C
tube 275 x 300 x18,Tube - 275 x 300 x18,1,1,920.1,3.834256940816016e-08,0.9999734016900075,C
281845200122 assy tank unit super ace,281845200122 Assy Tank Unit Super ACE,1,1,920.0,3.8338402190530755e-08,0.9999734400284097,C
fit spanner 21x23,Fit Spanner 21X23,1,1,920.0,3.8338402190530755e-08,0.9999734783668119,C
black grapes,BLACK GRAPES,4,4,920.0,3.8338402190530755e-08,0.9999735167052142,C
kamani cottor bolt 1210,Kamani Cottor Bolt 1210,1,1,920.0,3.8338402190530755e-08,0.9999735550436164,C
ht spring washer 16mm,Ht Spring Washer 16Mm,1,1,915.0,3.813004130906048e-08,0.9999735931736577,C
ac copper pipe 1 4,"AC Copper Pipe 1/4""",1,1,911.0,3.796335260388426e-08,0.9999736311370103,C
252709140259 air filter second ultra bus,252709140259 Air Filter Second Ultra Bus,1,1,910.17,3.792876469756019e-08,0.999973669065775,C
oil seal 40x72x10,Oil Seal 40X72X10,1,1,910.0,3.7921680427590203e-08,0.9999737069874555,C
tube 275 300x17,Tube - 275/300x17,1,1,903.95,3.7669563761011175e-08,0.9999737446570193,C
fc800200 idler assy timing belt al dost,FC800200 Idler Assy(Timing Belt) AL Dost,1,1,902.34,3.7602471557177746e-08,0.9999737822594909,C
temp controller zero 7569,Temp. Controller Zero-7569,1,1,900.0,3.750495866464966e-08,0.9999738197644495,C
roti set seek,Roti Set Seek,1,1,900.0,3.750495866464966e-08,0.9999738572694082,C
labour charge from kamal diesel b 1992,Labour Charge From Kamal Diesel B-1992,1,1,900.0,3.750495866464966e-08,0.9999738947743669,C
capacitor 16 mfd,Capacitor (16-Mfd),1,1,900.0,3.750495866464966e-08,0.9999739322793256,C
tubelar spanner 10x11,Tubelar Spanner 10X11,1,1,900.0,3.750495866464966e-08,0.9999739697842843,C
tubless tyre puncher repair spanner kit,Tubless Tyre Puncher Repair Spanner Kit,2,2,900.0,3.750495866464966e-08,0.999974007289243,C
labour charges of generator repair work,Labour Charges Of Generator Repair Work,1,1,900.0,3.750495866464966e-08,0.9999740447942017,C
motor 0 75 kw for 39 fan,Motor 0.75 KW for 39:  Fan,1,1,900.0,3.750495866464966e-08,0.9999740822991604,C
pvc cap 5,"Pvc Cap 5""",1,1,900.0,3.750495866464966e-08,0.9999741198041191,C
carbide tool 1 2 yg6,"Carbide Tool 1/2"" (YG6)",1,1,900.0,3.750495866464966e-08,0.9999741573090778,C
allen screw m8x16 0880510,Allen Screw M8X16 (0880510),1,1,900.0,3.750495866464966e-08,0.9999741948140365,C
head repair work from mehar singh p 1198,Head Repair Work From Mehar Singh P-1198,1,1,900.0,3.750495866464966e-08,0.9999742323189952,C
compression spring 100gm ffs machine,Compression Spring - 100gm FFS machine,1,1,900.0,3.750495866464966e-08,0.9999742698239539,C
labour charge from kamal diesel z 1485,Labour Charge From Kamal Diesel Z-1485,1,1,900.0,3.750495866464966e-08,0.9999743073289126,C
thermocol disposal plate,THERMOCOL/DISPOSAL PLATE,1,1,900.0,3.750495866464966e-08,0.9999743448338713,C
labour charge from jaika auto cg08l3082,Labour Charge From Jaika Auto.CG08L3082,1,1,900.0,3.750495866464966e-08,0.99997438233883,C
labour charge from kamal diesel p 0267,Labour Charge From Kamal Diesel P-0267,1,1,900.0,3.750495866464966e-08,0.9999744198437887,C
labour charge from kamal diesel b 1983,Labour Charge From Kamal Diesel B-1983,1,1,900.0,3.750495866464966e-08,0.9999744573487473,C
air com block repair mehar singh l 0875,Air Com.Block Repair Mehar Singh L-0875,1,1,900.0,3.750495866464966e-08,0.999974494853706,C
labour charges of vehicle repair b 0117,Labour Charges Of Vehicle Repair B 0117,1,1,900.0,3.750495866464966e-08,0.9999745323586647,C
bulb 200 w,Bulb - 200 W,1,1,900.0,3.750495866464966e-08,0.9999745698636234,C
fit spanner 16x17,Fit Spanner 16X17,1,1,900.0,3.750495866464966e-08,0.9999746073685821,C
cheese head bolt m5x15 mm,CHEESE HEAD BOLT M5X15 MM,1,1,900.0,3.750495866464966e-08,0.9999746448735408,C
labour charges of car rep work l 1029,Labour Charges Of Car Rep. Work L 1029,1,1,900.0,3.750495866464966e-08,0.9999746823784995,C
labour charge from kamal diesel b 0691,Labour Charge From Kamal Diesel B-0691,1,1,900.0,3.750495866464966e-08,0.9999747198834582,C
labour charge from kamal diesel l 1567,Labour Charge From Kamal Diesel L-1567,1,1,900.0,3.750495866464966e-08,0.9999747573884169,C
radiator top john deere tractor,Radiator Top John Deere Tractor,1,1,900.0,3.750495866464966e-08,0.9999747948933756,C
labour charge from kamal diesel b 2869,Labour Charge From Kamal Diesel B-2869,1,1,900.0,3.750495866464966e-08,0.9999748323983343,C
labour charge from kamal diesel b 2065,Labour Charge From Kamal Diesel B-2065,1,1,900.0,3.750495866464966e-08,0.999974869903293,C
labour charge from kamal diesel l 1030,Labour Charge From Kamal Diesel L-1030,1,1,900.0,3.750495866464966e-08,0.9999749074082517,C
labour charge from kamal diesel la0895,Labour Charge From Kamal Diesel LA0895,1,1,900.0,3.750495866464966e-08,0.9999749449132104,C
labour charge from kamal diesel l0183,Labour Charge From Kamal Diesel L0183,1,1,900.0,3.750495866464966e-08,0.9999749824181691,C
labour charge from kamal diesel l 0812,Labour Charge From Kamal Diesel L-0812,1,1,900.0,3.750495866464966e-08,0.9999750199231278,C
labour charge from kamal diesel l 3082,Labour Charge From Kamal Diesel L-3082,1,1,900.0,3.750495866464966e-08,0.9999750574280865,C
white pepper whole,White Pepper Whole,1,1,900.0,3.750495866464966e-08,0.9999750949330451,C
labour charge from kamal diesel l 0951,Labour Charge From Kamal Diesel L-0951,1,1,900.0,3.750495866464966e-08,0.9999751324380038,C
labour charge from kamal diesel cg0l0161,Labour Charge From Kamal Diesel CG0L0161,1,1,900.0,3.750495866464966e-08,0.9999751699429625,C
labour charge from kamal diesel b 2212,Labour Charge From Kamal Diesel B-2212,1,1,900.0,3.750495866464966e-08,0.9999752074479212,C
gaiti,Gaiti,1,1,900.0,3.750495866464966e-08,0.9999752449528799,C
valve spring feed pump,Valve & Spring ( Feed Pump ),1,1,900.0,3.750495866464966e-08,0.9999752824578386,C
sg15718 half yoke 3118 bsiii,SG15718 Half Yoke 3118 BSIII,1,1,898.44,3.743995006963093e-08,0.9999753198977887,C
plain washer 19 no,Plain Washer 19 No.,2,2,895.44,3.731493354074877e-08,0.9999753572127222,C
40 303281 liner bearing jcb,40/303281 Liner Bearing JCB,1,1,893.22,3.7222421309375964e-08,0.9999753944351435,C
tag dhaga,Tag Dhaga,1,1,893.0,3.721325343059127e-08,0.999975431648397,C
331 20556stablizer wear pad 7mm blue jcb,331/20556Stablizer Wear Pad 7mm(Blue)JCB,1,1,891.52,3.715157860967606e-08,0.9999754687999756,C
fuel tank lock,Fuel Tank Lock,1,1,891.0,3.712990907800316e-08,0.9999755059298846,C
278605999913 tappet valve tc,278605999913 Tappet Valve TC,1,1,890.64,3.71149070945373e-08,0.9999755430447917,C
nrv for dg set,Nrv for DG Set,1,1,890.12,3.709323756286439e-08,0.9999755801380293,C
burette 50ml,Burette(50ml),1,1,890.0,3.7088236901709106e-08,0.9999756172262663,C
hyd pipe change work for n gais pipe,Hyd. Pipe Change Work For N.Gais Pipe,1,1,890.0,3.7088236901709106e-08,0.9999756543145032,C
bearing 6201 2rs,Bearing 6201-2RS,1,1,888.0,3.7004892549120996e-08,0.9999756913193958,C
40 300893 filter element jcb,40/300893 Filter Element-JCB,1,1,885.71,3.6909463265407605e-08,0.999975728228859,C
labour charges of car rep work s 1770,Labour Charges Of Car Rep. Work S 1770,1,1,884.0,3.6838203843944775e-08,0.9999757650670629,C
noodle dressing sauce,Noodle Dressing Sauce,1,1,883.98,3.683737040041889e-08,0.9999758019044332,C
pumpkin kaddu,Pumpkin (Kaddu),8,8,883.5,3.6817367755797744e-08,0.999975838721801,C
kabab stick,Kabab Stick,2,2,881.25,3.672360535913612e-08,0.9999758754454063,C
volumatric flask 50ml,Volumatric Flask 50ml,1,1,880.0,3.6671515138768554e-08,0.9999759121169215,C
electric bend 1,"Electric Bend 1""",1,1,880.0,3.6671515138768554e-08,0.9999759487884367,C
rear hub oil seal outer a l e comet 1616,Rear Hub Oil Seal Outer A/L E Comet 1616,1,1,880.0,3.6671515138768554e-08,0.9999759854599518,C
oil seal 20 30,Oil Seal 20-30,3,3,880.0,3.6671515138768554e-08,0.999976022131467,C
main bearing set 010 tough rider,Main Bearing Set 010 Tough Rider,1,1,880.0,3.6671515138768554e-08,0.9999760588029821,C
hand gloves welding,Hand Gloves - Welding,2,2,880.0,3.6671515138768554e-08,0.9999760954744973,C
ad card,AD Card,1,1,876.0,3.650482643359233e-08,0.9999761319793237,C
clutch not working prop jaika auto l0828,Clutch Not Working Prop.Jaika Auto.L0828,2,1,874.38,3.643731750799596e-08,0.9999761684166412,C
bulb 1016 12v,Bulb 1016-12V,1,1,873.0,3.637980990471017e-08,0.9999762047964511,C
26249708 brush gear assy m bolero,26249708 Brush Gear Assy M-Bolero,1,1,873.0,3.637980990471017e-08,0.999976241176261,C
filter hub oil seal change bombay 3920,Filter & Hub Oil Seal Change Bombay 3920,1,1,872.8,3.637147546945135e-08,0.9999762775477365,C
kewda essence,Kewda Essence,2,2,872.0,3.633813772841611e-08,0.9999763138858743,C
bearing tr bearing 30308,Bearing TR-BEARING 30308,1,1,872.0,3.633813772841611e-08,0.999976350224012,C
measring tap 10 m,Measring Tap 10 M,1,1,870.0,3.6254793375828e-08,0.9999763864788054,C
phenolphthalin 125ml,Phenolphthalin 125ml,1,1,870.0,3.6254793375828e-08,0.9999764227335988,C
tincture benjoin,Tincture Benjoin,1,1,864.0,3.600476031806367e-08,0.999976458738359,C
ss bolt 12x40 mm,Ss Bolt 12X40 Mm,1,1,864.0,3.600476031806367e-08,0.9999764947431193,C
hot kitchen cooking,Hot Kitchen Cooking,1,1,864.0,3.600476031806367e-08,0.9999765307478796,C
56119v6000 shock absorber bush al dost,56119V6000 Shock Absorber Bush AL DOST,2,2,863.4,3.597975701228723e-08,0.9999765667276367,C
6mm mirror,6mm Mirror,1,1,861.0,3.5879743789181505e-08,0.9999766026073805,C
assy frt grill sfc,Assy Frt Grill SFC,1,1,859.38,3.5812234863585134e-08,0.9999766384196154,C
13120507243 dowel sleev chira pin ace ex,13120507243 Dowel Sleev(Chira Pin)ACE EX,1,1,859.0,3.5796399436593395e-08,0.9999766742160148,C
real mango,Real Mango,2,2,857.16,3.571972263221233e-08,0.9999767099357374,C
real litchi juice,Real Litchi Juice,2,2,857.16,3.571972263221233e-08,0.99997674565546,C
real pineapple,Real  Pineapple,2,2,857.16,3.571972263221233e-08,0.9999767813751826,C
oil seal 25x50x10,Oil Seal 25X50X10,1,1,855.0,3.5629710731417174e-08,0.9999768170048934,C
cherry,Cherry,2,2,850.7,3.545052037335274e-08,0.9999768524554138,C
rifil black sadi,Rifil Black Sadi,1,1,850.0,3.54213498499469e-08,0.9999768878767636,C
gi clamp 2 5,"Gi Clamp 2.5""",1,1,850.0,3.54213498499469e-08,0.9999769232981135,C
6 module pvc box,6 Module Pvc Box,1,1,850.0,3.54213498499469e-08,0.9999769587194633,C
613 36013 hyd hose valve block jcb,613/36013 Hyd.Hose Valve Block Jcb,1,1,850.0,3.54213498499469e-08,0.9999769941408132,C
assy front grill eng bonnet jcb,Assy Front Grill (Eng.Bonnet) JCB,1,1,850.0,3.54213498499469e-08,0.9999770295621631,C
potentio meter 5k,Potentio Meter (5K),1,1,850.0,3.54213498499469e-08,0.9999770649835129,C
speeker change work k 0397,Speeker Change Work K 0397,1,1,850.0,3.54213498499469e-08,0.9999771004048628,C
pvc water tank 100 ltr,PVC WATER TANK 100 LTR,1,1,850.0,3.54213498499469e-08,0.9999771358262126,C
valve guide 407 909,Valve Guide 407/909,3,3,848.46,3.535717469845405e-08,0.9999771711833874,C
lan conecter rj45,Lan Conecter RJ45,1,1,848.0,3.533800549735879e-08,0.9999772065213929,C
pvc water tap 1 2,"Pvc Water Tap 1/2""",1,1,847.6,3.5321336626841164e-08,0.9999772418427295,C
pvc non return valve 1,"Pvc Non Return Valve 1""",1,1,847.6,3.5321336626841164e-08,0.9999772771640661,C
dark compound chips nut,Dark Compound Chips Nut,1,1,847.5,3.531716940921176e-08,0.9999773124812356,C
885413012534 a c conrod brg,885413012534 A/C Conrod Brg,7,6,847.4,3.531300219158235e-08,0.9999773477942377,C
pipe slive 7 8 refrigration,Pipe Slive 7/8 (Refrigration),1,1,847.4,3.531300219158235e-08,0.9999773831072399,C
casting soda,Casting Soda,1,1,845.0,3.521298896847662e-08,0.9999774183202289,C
assy cylinder liner set super ace,Assy Cylinder Liner Set Super Ace,1,1,843.76,3.516131546987199e-08,0.9999774534815443,C
end join nozzle car washer,End Join Nozzle (Car Washer),2,2,843.7,3.515881513929435e-08,0.9999774886403595,C
motor sleeve 16 no,Motor Sleeve - 16 No,1,1,840.0,3.5004628087006346e-08,0.9999775236449876,C
hyd jack pipe trolly steel,Hyd.Jack Pipe Trolly (Steel),2,2,840.0,3.5004628087006346e-08,0.9999775586496157,C
rj11 com socket,RJ11 Com. Socket,1,1,838.95,3.496087230189759e-08,0.999977593610488,C
kismiss,Kismiss,3,3,838.1,3.492545095204764e-08,0.999977628535939,C
ms bolt 4 sut 2 5,"Ms Bolt 4 Sut 2.5""",1,1,832.63,3.4697504147719156e-08,0.9999776632334432,C
bearing 804846 804810 diff al 1012,Bearing 804846/804810 (Diff.) AL 1012,1,1,830.0,3.4587906324065794e-08,0.9999776978213495,C
labour charge from sundeep enter ae 6401,Labour Charge From Sundeep Enter.AE-6401,1,1,830.0,3.4587906324065794e-08,0.9999777324092558,C
pin ss 304 2hwp 44,Pin SS-304 - 2HWP-44,1,1,828.0,3.4504561971477684e-08,0.9999777669138178,C
pin ss 316 2hwp 33,Pin Ss-316 - 2Hwp-33,1,1,828.0,3.4504561971477684e-08,0.9999778014183798,C
b4k00401 turbo drain pipe flexbl al 1012,B4K00401 Turbo Drain Pipe FLEXBL AL 1012,1,1,827.34,3.4477058335123606e-08,0.9999778358954381,C
sparkle audit pen,Sparkle (Audit Pen),2,2,826.0,3.4421217618889573e-08,0.9999778703166557,C
pin 12 dia 65 l ea 09 00,Pin 12 Dia * 65 L (EA-09-00),1,1,825.0,3.437954544259552e-08,0.9999779046962012,C
condensor 2 5 mfd,Condensor - 2.5 Mfd,1,1,825.0,3.437954544259552e-08,0.9999779390757466,C
265133407804 frt hub oil seal 909 bsiv,265133407804 Frt.Hub Oil Seal 909 BSIV,1,1,822.0,3.425452891371335e-08,0.9999779733302755,C
264133200136 tie rod end rh 909 bsiv,264133200136 Tie Rod End RH 909 BSIV,1,1,820.91,3.420910624155283e-08,0.9999780075393817,C
40 302799 thrust washer king pin jcb,40/302799 Thrust Washer (King Pin) JCB,1,1,820.32,3.418451965753934e-08,0.9999780417239014,C
pvc suction pipe 2 5,"Pvc Suction Pipe 2.5""",1,1,820.0,3.417118456112524e-08,0.9999780758950859,C
rr hub oil seal 110x128x9 outer 909 bs4,RR Hub Oil Seal 110x128x9 Outer 909 BS4,1,1,820.0,3.417118456112524e-08,0.9999781100662705,C
chinese fry pan,Chinese Fry Pan,1,1,820.0,3.417118456112524e-08,0.999978144237455,C
modular switch 6 amp,Modular Switch - 6 Amp,1,1,819.9,3.4167017343495835e-08,0.9999781784044723,C
nylon tube 3 8,"Nylon Tube 3/8""",2,2,817.0,3.4046168032243077e-08,0.9999782124506403,C
hose pipe clamp tc tb104,Hose Pipe Clamp TC TB104,1,1,816.0,3.400449585594902e-08,0.9999782464551362,C
plug pb4454,Plug  (PB4454),1,1,816.0,3.400449585594902e-08,0.9999782804596321,C
cooked meat medium r c medium m149,Cooked Meat Medium(R.C.Medium) M149,1,1,815.0,3.3962823679654966e-08,0.9999783144224558,C
repair main work from jain k 0405,Repair & Main Work From Jain K 0405,1,1,814.4,3.3937820373878534e-08,0.9999783483602761,C
valve seat super ace,Valve Seat Super Ace,2,2,812.48,3.385780979539395e-08,0.9999783822180859,C
333 y5698 hyd hose diesel jcb,333/Y5698 Hyd.Hose Diesel JCB,1,1,811.02,3.379696841800462e-08,0.9999784160150543,C
diamond gland cutter 45 mm,Diamond Gland Cutter - 45 mm,1,1,810.0,3.375446279818469e-08,0.9999784497695171,C
starting truble repair jaika auto z 6106,Starting Truble Repair Jaika Auto Z-6106,2,1,806.25,3.359819213708198e-08,0.9999784833677092,C
volumatric flask 25ml,Volumatric Flask 25ml,1,1,805.0,3.3546101916714414e-08,0.9999785169138111,C
9951030095 bulb 2467,9951030095 Bulb 2467,1,1,804.0,3.350442974042036e-08,0.9999785504182409,C
sifter desk,Sifter Desk,1,1,804.0,3.350442974042036e-08,0.9999785839226707,C
f2024500 coolant temp sensor al dost,F2024500 Coolant Temp.Sensor Al Dost,2,2,803.12,3.346775822528159e-08,0.9999786173904289,C
hub greasingh repair city wheels af 1025,Hub Greasingh Repair City Wheels AF-1025,1,1,800.45,3.3356493514576465e-08,0.9999786507469225,C
ss bolt 8x75,Ss Bolt 8X75,1,1,800.0,3.333774103524414e-08,0.9999786840846635,C
amc amount from indian sale cg08l0658,AMC Amount From Indian Sale CG08L0658,1,1,800.0,3.333774103524414e-08,0.9999787174224045,C
amc amount from indian sale cg08l0650,AMC Amount From Indian Sale CG08L0650,1,1,800.0,3.333774103524414e-08,0.9999787507601455,C
labour charges of car rep work ad 7023,Labour Charges Of Car Rep. Work AD 7023,1,1,800.0,3.333774103524414e-08,0.9999787840978865,C
amc amount from indian sale cg08l0570,AMC Amount From Indian Sale CG08L0570,1,1,800.0,3.333774103524414e-08,0.9999788174356276,C
amc amount from indian sale cg08l0492,AMC Amount From Indian Sale CG08L0492,1,1,800.0,3.333774103524414e-08,0.9999788507733686,C
cabin hood repair hiru brother cg08r9940,Cabin Hood Repair Hiru Brother CG08R9940,1,1,800.0,3.333774103524414e-08,0.9999788841111096,C
amc amount from indian sale cg08l0173,AMC Amount From Indian Sale CG08L0173,1,1,800.0,3.333774103524414e-08,0.9999789174488506,C
amc amount from indian sale cg08l0490,AMC Amount From Indian Sale CG08L0490,1,1,800.0,3.333774103524414e-08,0.9999789507865916,C
amc amount from indian sale cg08l0180,AMC Amount From Indian Sale CG08L0180,1,1,800.0,3.333774103524414e-08,0.9999789841243326,C
